test1,test2,BV_OneStop,DV_OneStop,EDM_OneStop,FTM_OneStop,GP_OneStop,MDP_OneStop,MH_OneStop,RD_OneStop,SL_OneStop,WW_OneStop
,,0.015913242,0,0,0,0,0.037374429,0,0,0,0
,,0,0,0.013584475,0,0,0,0,0,0,0
,,0.096027397,0,0.02716895,0,0,0,0,0.284269406,0,0
,,0.094817352,0,0.033972603,0,0,0,0,0,0.052557078,0
,,0.069657534,0,0.193675799,0,0,0,0.015502283,0,0,0
,,0.085593607,0,0.010182648,0,0,0,0,0,0,0
,,0.090273973,0.056803653,0,0,0,0,0,0,0.200593607,0
,,0.025136986,0,0,0,0,0,0,0,0.091255708,0
,,0.074223744,0,0,0.025707763,0.025707763,0,0,0.03239726,0.326278539,0
,,0.011164384,0,0.194452055,0.010182648,0.010182648,0.058515982,0.020365297,0,0,0
,,0.116621005,0,0,0.009726027,0.009726027,0,0,0,0,0
,,0,0,0,0.023493151,0.023493151,0.017031963,0,0.030319635,0,0
,,0.149223744,0,0,0,0,0,0,0,0,0
,,0.16783105,0.005273973,0,0.473515982,0.473515982,0,0,0,0.074726027,0
,,0.090273973,0,0,0.012625571,0.012625571,0,0,0,0,0
,,0.090273973,0,0,0,0,0,0,0,0,0
,,0.143881279,0,0,0.001369863,0.001369863,0,0,0,0,0
,,0,0,0,0,0,0.059817352,0,0,0,0
,,0,0,0.007077626,0.003561644,0.003561644,0,0,0,0,0
,,0.058310502,0,0,0,0,0,0,0,0.03,0
,,0.045730594,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0.046780822,0
,,0.020593607,0,0,0,0,0.16696347,0.048447489,0,0,0
,,0.041187215,0,0,0,0,0,0,0.025159817,0,0
,,0,0,0,0,0,0.010182648,0,0,0,0
,,0.128013699,0.011849315,0,0,0,0,0,0,0,0
,,0.134680365,0,0.281643836,0,0,0,0,0,0,0
,,0,0.017579909,0,0,0,0,0,0,0,0
,,0.061780822,0,0,0,0,0,0,0,0,0
,,0.045730594,0.030890411,0,0,0,0,0,0.014223744,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.025136986,0,0,0,0,0,0.023652968,0,0,0.005159817
,,0.234155251,0,0,0,0,0.003378995,0,0,0.014383562,0
,,0.069657534,0,0,0,0,0,0,0.058675799,0.031438356,0
,,0.010296804,0,0,0.232488584,0.232488584,0,0,0,0,0
,,0,0.037876712,0,0,0,0,0,0.02716895,0,0
,,0,0,0,0,0,0.002990868,0,0,0,0
,,0,0,0,0,0,0,0,0.010205479,0,0
,,0,0.003378995,0,0,0,0,0,0.005890411,0,0
,,0.069657534,0,0,0,0,0,0,0.23173516,0,0
,,0.143881279,0,0,0,0,0,0,0,0,0
,,0.041073059,0,0.012557078,0,0,0,0,0.025365297,0,0
,,0.204246575,0,0.055388128,0,0,0,0,0,0,0
,,0.115410959,0,0,0,0,0,0,0,0,0
,,0.065,0,0,0,0,0,0,0,0,0.047808219
,,0.03652968,0.004155251,0,0,0,0.02,0,0,0.00543379,0
,,0.082260274,0.077488584,0,0,0,0,0.041187215,0,0,0
,,0.134680365,0.027191781,0,0.005456621,0.005456621,0,0.020593607,2.301210046,0.033584475,0
,,0.050273973,0,0,0,0,0,0.057328767,0,0,0
,,0.126803653,0,0,0.03130137,0.03130137,0,0.068378995,0.000205479,0,0
,,0,0.162146119,0.051689498,0,0,0,0.000844749,0.009269406,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.066347032,0,0,0,0,0,0,0,0,0
,,0.057123288,0,0,0,0,0,0,0,0,0
,,0.10609589,0,0,0.008812785,0.008812785,0,0,0,0,0
,,0.143881279,0,0.262876712,0.00130137,0.00130137,0,0,0,0,0
,,0.061666667,0,0.368219178,0,0,0,0,0,0,0.023995434
,,0.010296804,0.023972603,0,0,0,0,0,0.03,0,0
,,0,0,0.058812785,0,0,0,0,0.124794521,0.011232877,0
,,0.131347032,0,0,0.029109589,0.029109589,0.037488584,0,0,0.150091324,0
,,0.03652968,2.795684932,0,0,0,0,0,0,0,0
,,0.164497717,0,0,0,0,0,0,0.009520548,0,0
,,0,0.016438356,0,0,0,0,0,0,0,0
,,0.098150685,0,0,0,0,0.010182648,0,0,0,0.019634703
,,0,0.006392694,0.232694064,0,0,0,0,0,0,0.02739726
,,0.025136986,0,0.482351598,0,0,0.048744292,0.242785388,0.004634703,0,0
,,0.094817352,0,0.0006621,0.022648402,0.022648402,0,0,0,0,0
,,0,0,0.000707763,0,0,0,0,0.004200913,0.130319635,0
,,0,0,0.719383562,0,0,0,0,0,0.02826484,0
,,0.041187215,0,0,0,0,0,0,0,0,0
,,0.015913242,0,0,0,0,0,0,0,0,0
,,0.280114155,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.094817352,0,0,0.101986301,0.101986301,0,0.025136986,0.011484018,0.068835616,0
,,0,0,0,0,0,0,0.017694064,0,0,0
,,0.151712329,0,0,0,0,0,0.008561644,0,0,0
,,0.010296804,0,0,0,0,0,0,0,0.22783105,0
,,0,0,0,0,0,0,0,0,0,0.056986301
,,0,0.006164384,0,0,0,0,0.157100457,0.001940639,0.088789954,0
,,0,0,0.002214612,0,0,0,0.028789954,0,0,0.010045662
,,0.061780822,0,0.009794521,0,0,0,0,0,0,0
,,0.069657534,0,0,0,0,0,0,0,0,0
,,0.216894977,0,0,0,0,0,0.022557078,0.033858447,0,0
,,0,0,0,0,0,0,0,0.020388128,0,0
,,0,0,0,0,0,0,0,0,0.020593607,0
,,0,0,0,0,0,0,0.075776256,0.069360731,0,0
,,0.170479452,0,0,0,0,0,0,0,0.020593607,0.050410959
,,0.1393379,0,0,0,0,0,0.03652968,0,0.143652968,0
,,0.098150685,0.003515982,0,0,0,0,0.025182648,0,0.020593607,0.025205479
,,0.050273973,0,0,0,0,0,0,0.006803653,0,0
,,0,0,0,0.117305936,0.117305936,0,0,0,0,0
,,0,0,0.009474886,0,0,0,0.020388128,0,0,0
,,0,0,0,0,0,0,0.027511416,0,0.042557078,0
,,0.061666667,0,0.448607306,0.022465753,0.022465753,0,0,0,0.057671233,0
,,0.090273973,0.416392694,0,0,0,0,0,0.107305936,0.146917808,0.022785388
,,0.022853881,0,0,0,0,0.101940639,0,0,0.004429224,0
,,0.07086758,0,0,0,0,0,0,0,0,0
,,0.119954338,0.006164384,0.217716895,0,0,0.284589041,0,0.003675799,0,0
,,0.118744292,0.185319635,0,0,0,0.03803653,0,0,0,0
,,0,0,0,0,0,0,0.03847032,0,0,0
,,0.151940639,0,0,0.068607306,0.068607306,0,0.015913242,0,0.619360731,0
,,0,0,0,0.020525114,0.020525114,0,0.020593607,0,0,0
,,0.169041096,0.037374429,0,0,0,0,0,0.015593607,0,0
,,0,0.023789954,0,0,0,0.029269406,0.027191781,0,0.076621005,0
,,0.137100457,0.004977169,0.040547945,0,0,0,0,0,0,0
,,0.033150685,0,0,0,0,0.02716895,0,0,0,0
,,0.041187215,0.009634703,0,0.033082192,0.033082192,0,0,0,0.094748858,0
,,0.041187215,0,0,0,0,0,0,0.251986301,0,0
,,0,0,0,0,0,0.081073059,0,0,0,0
,,0.043447489,0,0.015799087,0.004292237,0.004292237,0,0,0,0,0.030273973
,,0.05543379,0,9.13E-05,0,0,0,0,0,7.542739726,0
,,0.022853881,0,0.000342466,0,0,0,0,0.014840183,0,0
,,0.007945205,0,0,0,0,0,0,0,0,0
,,0,0.022146119,0.032694064,0.073789954,0.073789954,0.006780822,0,0.025251142,0.001232877,0
,,0.080844749,0,1.372054795,0.007762557,0.007762557,0,0.109794521,0,0.030593607,0
,,0.122420091,0,0,0.047945205,0.047945205,0,0,0,0.026506849,0
,,0,0,0.014041096,0,0,0,0,0,0,0
,,0.116621005,0,0,0,0,0,0,0,0,0
,,0.19956621,0,0.011484018,0,0,0,0,0,0,0.227739726
,,0,0,0,0,0,0,0,0,0,0
,,0.069657534,0,0,0,0,0,0,0,0,0
,,0.025136986,0,0,0,0,0.018561644,0,0,0,0
,,0,0,0.016118721,0.111598174,0.111598174,0,0,0.01673516,0,0
,,0,0.029360731,0.007648402,0,0,0.302420091,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0.026369863,0,0
,,0.020593607,0,0.09956621,0,0,0.005593607,0,0,0.039726027,0
,,0.194589041,0,0,0,0,0,0,0,0,0
,,0,0.08847032,0.011050228,0,0,0,0,0,0.974086758,0
,,0.020593607,0,0.016986301,0.01260274,0.01260274,0,0,0,0,0
,,0.094817352,0,0,0,0,0,0,0,0,3.411598174
,,0.178538813,0,0.00303653,0.030502283,0.030502283,0,0,0.058105023,0,0
,,0.061780822,0,0,0.210844749,0.210844749,0.015753425,0,0,0,0
,,0.066324201,0,0,0.027716895,0.027716895,0.008219178,0,0.095136986,0.311118721,0
,,0.045730594,0,0,0.304657534,0.304657534,0,0,0,0.042442922,0
,,0.19913242,0,0,0.040205479,0.040205479,0,0,0,0.003310502,0.248652968
,,0.050273973,0.003767123,0,0,0,0,0,0,0,0
,,0,0,0,0.631232877,0.631232877,0,0,0,0,0
,,0,0,0.140068493,0,0,0,0.024520548,0,0.016552511,0
,,0.185251142,0.083995434,0,0,0,0,0.201780822,0.043789954,0.007465753,0
,,0.07086758,0,0,0,0,0,0,0,0.000479452,0
,,0.094817352,0,0,0.422214612,0.422214612,0,0,0.020388128,0,0
,,0.066324201,0,0.018972603,0,0,0,0,0,0,0.010296804
,,0.189908676,0,0,0,0,0,0,0.056849315,0,0
,,0.153378995,0,0.030502283,0,0,0,0.091689498,0,0,0
,,0,0,0,0.023219178,0.023219178,0,0,0,0.082191781,0
,,0,0,0,0,0,0,0,0,0.065296804,0
,,0,0,0,0,0,0,0,0,0,0
,,0.050273973,0.000296804,0,0,0,0,0,0.002990868,0,0
,,0,0,0,0,0,0,0,0,0,0.011643836
,,0.045730594,0,0,0,0,0,0,0,0,0
,,0.082374429,0,0,0,0,0.031803653,0,0,0,0
,,0.224269406,0,0.045114155,0,0,0,0,0.009589041,0,0.029383562
,,0.020593607,0,0,0,0,0,0,0.01826484,0,0
,,0.050273973,0,0,0,0,0,1.858150685,0,0,0
,,0.045730594,0,0,0,0,0.030570776,0,0,0,0
,,0,0,0,0.407739726,0.407739726,0.013424658,0,0,0.025159817,0
,,0.07086758,0,0,0.049063927,0.049063927,0,0,0,0,0
,,0.189908676,0,0,0.059018265,0.059018265,0,0,0,0,0
,,0.020593607,0,0,0,0,0,0,0,0,0
,,0.045730594,0,0,0,0,0,0,0,0,0.004383562
,,0.066324201,0,0,0.004543379,0.004543379,0.098127854,0,0.032739726,0,0
,,0.190844749,0,0,0,0,0,0,0,0,0
,,0.020593607,0,0.003378995,0,0,0,0.012579909,0,0,0.369863014
,,0.194474886,0.065981735,0,0.070799087,0.070799087,0,0,0,0.167671233,0.091210046
,,0,0,0.010547945,0.049063927,0.049063927,0,0,0,0,0
,,0,0.014178082,0.119406393,0.020159817,0.020159817,0,0,0.032214612,0,0
,,0,0,1.098424658,0,0,0.010182648,0,0,0.000616438,0
,,0.240205479,0,0,0,0,0,0,0,0.007465753,0
,,0.169315068,0,0,0.013196347,0.013196347,0,0,0,0.005799087,0
,,0.045730594,0,0.055547945,0,0,0.061598174,0,0,0,0
,,0.061666667,0,0,0,0,0,0,0,0.038173516,0
,,0,0.131803653,0.177260274,0,0,0,0,0,0,0
,,0,0.010776256,0,0,0,0,0,0,0,0
,,0.090273973,0,0,0,0,0,0.296917808,0.082305936,0,0
,,0.007945205,0,0,0,0,0,0,0,0,0.022853881
,,0.020593607,0,0,0.337990868,0.337990868,0,0.086187215,0.046757991,0,0
,,0.136004566,0,0,0,0,0.042100457,0.119840183,0.161849315,0,0
,,0,0,0,0,0,0,0.032785388,0,0,0
,,0.012557078,0,0,0,0,0.046780822,0.005502283,0.35086758,0,0
,,0.03630137,0,0,0,0,0,0,0.012260274,0,0
,,0.106210046,0,0,0,0,0,0,0.016780822,0.041187215,0
,,0.114086758,0,0.072442922,0,0,0,0.088584475,0,0.317694064,0
,,0,0,0,0,0,0,0.025753425,0,0,0
,,0.098150685,0,0,0.007237443,0.007237443,0,0,0,0.846872146,0
,,0.090159817,0,0.018059361,0,0,0.039794521,0,0.009589041,0,0
,,0,0,0,0.077899543,0.077899543,0,0,0,0.111484018,0
,,0,0,0,0,0,0,0,0,0.005251142,0
,,1.246689498,0,0.033767123,0.157648402,0.157648402,0,0,0,0,0
,,0.118744292,0.002739726,0,0.002853881,0.002853881,0.012260274,0,0,0,0.043447489
,,0.163150685,0,0,0,0,0,0,0,0.000296804,0
,,0.156598174,0,0,0,0,0,0,0,0.020593607,0
,,0.106210046,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,1.073127854,0
,,0.20890411,0,0,0,0,0,0,0,0,0.005593607
,,0,0,0,0,0,0.468584475,0,0,0,0
,,0,0.002465753,0.009589041,0,0,0,0,0,0.074383562,0
,,0,0,0.057808219,0,0,0,0.248584475,0,0,0.034794521
,,0.082260274,0,0,0,0,0.004178082,0,0.044406393,0,0
,,0,0,0,0,0,0.006347032,0,0,0,0
,,0.025136986,0,0.08347032,0.076689498,0.076689498,0.148584475,0,0,0,0
,,0.319771689,0,0,0,0,0.051643836,0,0,0,0
,,0.025136986,0.339634703,0,0,0,0,0,0,0,0
,,0,0.036940639,0,0,0,0,0,0.018333333,0.282694064,0
,,0,0,0,0,0,0,0,0,0.066141553,0
,,0,0,0,0,0,0,0,0,0,0.086392694
,,0.091484018,0,0,0,0,0,0,0,0,0
,,0.125707763,0,0,0.018493151,0.018493151,0,0,0,0,0
,,0.086803653,0,0,0,0,0,0.006780822,0,0,0
,,0.07086758,0.021780822,0.069383562,0,0,0,0,0.087511416,0,0
,,0,0,0,0,0,0,0,0.023767123,0.043584475,0
,,0,0,0,0,0,0,0,0,0,0
,,0.141757991,0,0,0.154863014,0.154863014,0,0,0,0,0
,,0.090159817,0,0,0,0,0.012557078,0,0,0,0
,,0.011164384,0,0.02913242,0,0,0,0,0,0,0
,,0.025136986,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0.408127854,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0.091712329,0.091712329,0,0,0,0,0
,,0,0,0.14652968,0.007579909,0.007579909,0.006415525,0.030936073,0,0,0.063607306
,,0,0,0.060570776,0,0,0,0,0,0,0.137557078
,,0.020593607,0,0.042625571,0.091757991,0.091757991,0,0.244611872,0,0,0
,,0.074223744,0,0,0.009383562,0.009383562,0.021780822,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.100570776,0,0,0.005159817,0.005159817,0.003972603,0,0.027990868,0,0
,,0.131347032,0,0,0,0,0,0,0,0,0
,,0,0,0.031050228,0,0,0,0.081598174,0,0,0
,,0.020593607,0,0.021803653,0,0,0,0,0,0,0
,,0,0,0,0,0,0.037579909,0.092283105,0,0.009383562,0
,,0.020593607,0.015936073,0.005365297,0.045958904,0.045958904,0,0,0,0.021438356,0
,,0.015913242,0,0,0.04739726,0.04739726,0.084360731,0,0,0,0
,,0.050273973,0.03283105,0.019657534,0,0,0,0,0,0,0
,,0.041187215,0.008630137,0,0,0,0,0,0,0.153378995,0.100684932
,,0,0,0,0,0,0.011484018,0,0,0,0.022808219
,,0,0,0.16347032,0,0,0,0,0.022853881,0,0
,,0.041187215,0,0,0,0,0,0,0,0,0
,,0.185091324,0,0,0,0,0.002305936,0,0,0,0
,,0,2.28E-05,0,0,0,0,0,0.01413242,0,0
,,0.004771689,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0.028744292,0,0.056027397
,,0.16,0.002671233,0.081780822,0,0,0.135913242,0,0,0,0
,,0,0.059406393,0,0,0,0,0,0,0,0
,,0,0,0.001050228,0,0,0,0,0,0,0
,,0.045730594,0.005228311,0,0,0,0,0,0,0.04609589,0
,,0.082853881,2.28E-05,0,0.019383562,0.019383562,0,0,0.084817352,0.001461187,0
,,0,0,0,0.012762557,0.012762557,0,0,0,0,0
,,0,0,0,0,0,0,0,0.016826484,0,0
,,0.07543379,0,0,0.009748858,0.009748858,0,0,0,0,0
,,0.066210046,0,0,0.116849315,0.116849315,1.992351598,0,0,0,0
,,0.053767123,0,0,0.064474886,0.064474886,0,0,0,0,0
,,0,0,0,0.026073059,0.026073059,0,0,0,0,0
,,0.03652968,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0.014452055,0.082579909,0,0
,,0.022853881,0,0,0,0,0,0,0.184634703,0.03652968,0.009817352
,,0,0,0,0.03196347,0.03196347,0,0.081278539,0,0.020593607,0
,,0.173972603,0,0,0.00369863,0.00369863,0,0,0,0,0.426986301
,,0.025136986,0.116347032,0,0,0,0,0,0.012123288,0,0
,,0.115410959,0,0,0,0,0.012465753,0,0.030821918,0,0
,,0.010296804,0,0,0.005022831,0.005022831,0,0.045981735,0,0.363721461,0
,,0,0,0,0,0,0,0,0.353584475,0,0
,,0.07543379,0,0,0.019383562,0.019383562,0,0,0,0,0
,,0.043447489,0,0,0,0,0,0,0.012305936,0,0
,,0.050273973,0,0,0.043447489,0.043447489,0,0.115182648,0,0,0
,,0.189931507,0,0,0,0,0.005410959,0,0,0,0
,,0.012557078,0.00283105,0,0,0,0,0.10326484,0,0,0
,,0,0,0,0.151666667,0.151666667,0,0,0,0,0.052511416
,,0.061780822,0.096369863,0.00413242,0,0,0,0,0,0,0
,,0.147214612,0.031986301,0,0,0,0,0,0,0,0
,,0.050273973,0,0,0.04783105,0.04783105,0.057762557,0,0.000273973,0,0
,,0.041187215,0,0,0,0,0.183493151,0,0.190273973,0,0
,,0,0,0,0.035205479,0.035205479,0,0,0,0,0.215456621
,,0.10152968,0,0,0,0,0,0.036986301,0,0,0
,,0.203675799,0,0,0,0,0,0.221027397,0,0,0
,,3.145639269,0,0,0.347328767,0.347328767,0,0,0.622420091,0,0
,,0.07086758,0,0,0,0,0,0.060410959,0,0,0.063013699
,,0.068607306,0,0,0.007853881,0.007853881,0,0,0,0,0
,,0.048013699,0,0,0,0,0,0,0.038858447,0,0
,,0.012557078,0,0.029748858,0,0,0,0,0.019315068,0,0.021598174
,,0.070890411,0,0,0,0,0,0,0,0,0
,,0.118744292,0,0,0,0,0,0,0,0,0
,,0.102853881,0,0,0,0,0.205776256,0,0,0,0
,,0.421141553,0.006324201,0,0,0,0.008721461,0.583219178,0,0,0
,,0.143881279,0,0,0.050616438,0.050616438,0,0,0.012716895,0,0
,,0.045730594,0.50109589,0,0.194360731,0.194360731,0,0.001506849,0.035821918,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0.053995434,0,0.003561644,0.003561644,0,0,0,0,0
,,0.066324201,0,0,0,0,0,0,0,0,0
,,0,0,0,0.029429224,0.029429224,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.025136986,0,0,0,0,0.057808219,0,0,0,0
,,0.123287671,0,0,0.014726027,0.014726027,0,0,0,0,0
,,0,0,0.682328767,0,0,0.023812785,0,0.018447489,0,0
,,0.242054795,0,0,0,0,0.075456621,0.049748858,0,0,0
,,0,0.073401826,0,0.047671233,0.047671233,0,0,0.028926941,0,0.005319635
,,0.026392694,0,0,0,0,0,0.020684932,0,0,0.015251142
,,0.164497717,0,0,0,0,0,0,0,0,0
,,0.141757991,0,0,0.013196347,0.013196347,0,0,0.000342466,0,9.13E-05
,,0.901210046,0,0.038287671,0,0,0.004406393,0.243538813,0,0.015913242,0
,,0.085593607,0.043082192,0,0,0,0,0,0,0.016004566,0
,,0,0,0,0,0,0,0.010296804,0.024315068,0,0.038378995
,,0,0,0.040068493,0.080159817,0.080159817,0,0,0,0,0
,,0.061666667,0,0,0.011986301,0.011986301,0,0.035799087,0,0,0
,,0.012557078,0,0,0,0,0,0,0.014497717,0,0
,,0.098150685,0,0,0,0,0,0.262671233,0,0,0
,,0.061780822,9.13E-05,0,0,0,0,0,0.061255708,0,0
,,0.050273973,0.051621005,0,0.174680365,0.174680365,1.386187215,0,0,0,0
,,0.012557078,0.115525114,0,0,0,0.030799087,0,0,0.035981735,0
,,0.03543379,0,0,0,0,0,0,0,0,0
,,0.07543379,0.195502283,0,0,0,0,0,0.002716895,0.009931507,0
,,0,9.13E-05,0.284634703,0,0,0,0.022328767,0,0,0
,,0,0,0.233767123,1.521712329,1.521712329,0,0,0,0,0
,,0.094817352,0,0,0,0,0,0,0,0,0.022808219
,,0,0,0,0.089269406,0.089269406,0,0,0,0,0
,,0,0,0.047009132,0,0,0,0,0,0.03260274,0
,,0.028493151,0,0.012557078,0,0,0.031324201,0,0,0.005639269,0
,,0,0.035821918,0,0.015913242,0.015913242,0,0,0,0,0.038721461
,,0.082374429,0,0,0,0,0,0,0,0,0.019726027
,,0.025136986,0,0,0,0,0.045799087,0.000525114,0,0,0
,,0.025136986,0.022534247,0,0,0,0,0,0,0.662511416,9.13E-05
,,0,0,0.009063927,0,0,0.326210046,0,0,0,0
,,0,0.001369863,0,0.051552511,0.051552511,0,0,0,0.620753425,0
,,0,0,0,0.042968037,0.042968037,0,0,0.025251142,0.064474886,0.020593607
,,0.025136986,0,0,0,0,0,0,0,0.084315068,0
,,0.091484018,0.002146119,0,0,0,0,0,0,0,0
,,0,0,0.062990868,0,0,0,0,0,0,0
,,0.020593607,0,0.07890411,2.452694064,2.452694064,0.010296804,0,0,0.007762557,0.136712329
,,0.11086758,0,0.039680365,0,0,0,0,0,0,0
,,0.020593607,0,0,0,0,0,0,0,0,0
,,0.050273973,0,0,0,0,0,0.044383562,0.026461187,0,0.000136986
,,0.118744292,0.097785388,0,0,0,0,0,0.002899543,0,0.092511416
,,0.137214612,0.049178082,0.171324201,0.007420091,0.007420091,0,0,0,0,0
,,0.116621005,0.066438356,0,0,0,0,0,0.000365297,0.055091324,0
,,0.202465753,0,0,0,0,0,0,0,0,0
,,0.085593607,0,0,0,0,0,0,0,0,0
,,0.061666667,0,0.025799087,0.00739726,0.00739726,0,0,0.02369863,0,0
,,0.085593607,0,1.078881279,0,0,0,0,0,0,0.082785388
,,0.192968037,0,0.016986301,0.003242009,0.003242009,0,0,0,0,0
,,0.061666667,0,0.001278539,0.108082192,0.108082192,0,0,0,0.139589041,0
,,0.16783105,0,0.042351598,4.57E-05,4.57E-05,0,0,0,0,0
,,0,0,0.026255708,0.018287671,0.018287671,0,0,0,1.909497717,0
,,0,0,0,0,0,0,0,0,0,0
,,0.116621005,0,0,0,0,0,0,0,0,0
,,0.194589041,0,0,0,0,0,0,0,0,0
,,0.074223744,0,0.164292237,0.030570776,0.030570776,0,0,0.021894977,0,0
,,0.096027397,0,0,0,0,0,0,0,0.313812785,0.010913242
,,0,0,0,0,0,0,0,0,0,0
,,0.061666667,0,0,0.149360731,0.149360731,0,0,0,0,0.008219178
,,0.172374429,0,0.004520548,0,0,0,0,0,0.044383562,0
,,0.012557078,0,0.027990868,0,0,0,0,0,0,0
,,0,0.004200913,0,0,0,0,0,0.011164384,0.015593607,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0.00847032,0,0
,,0.242054795,0.020593607,0,0.2343379,0.2343379,0,0.098538813,0,0,0
,,0,0,0.019931507,9.096255708,9.096255708,0,0,0,0,0
,,0.153378995,0,0.201164384,0.019680365,0.019680365,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.093812785,0,0,0,0,0.845045662,0.005479452,0,0,0
,,0,0,0,0,0,0,0,0.024520548,0,0
,,0,0,0,0.007488584,0.007488584,0,0,0.011073059,0.016780822,0
,,0.010296804,0,0.845593607,0,0,0,0,0,0.027579909,0
,,0,0,0.01739726,0,0,0,0,0,0,0
,,0.045730594,0,0.028630137,0.185114155,0.185114155,0,0,0,0,0
,,0.049063927,0,0,0.014109589,0.014109589,0.019086758,0,0,0,0
,,0.041073059,0,0,0.173538813,0.173538813,0,0,0,0,0
,,0.182853881,0,0.021621005,0,0,0,0.12109589,0,0.020182648,0
,,0.066324201,0,0,0,0,0,0,0,0,0
,,0,0,0,0.102876712,0.102876712,0,0.403219178,0,0,0.021004566
,,0.045730594,0,0.075958904,0,0,0,0,0,0.035981735,0
,,0.098150685,0,0.007922374,0,0,0,0,0.119863014,10.20593607,0
,,0.074223744,0,0,0,0,0.040776256,0,0,0,0
,,0.010296804,0,0.011643836,0,0,0,0,0,0,0
,,0,0,0,0,0,0.003812785,0,0.003767123,0,0
,,0,0.000593607,0.066369863,0,0,0,0,0,2.365251142,0
,,0.020593607,0,0.002785388,0.023995434,0.023995434,0,0.510593607,0,0,0
,,0,0,0.017739726,0,0,0,0,0,1.92803653,0.042876712
,,0,0,0.020388128,0,0,0.037351598,0,0.021849315,0,0.072785388
,,0,0,0,0.003059361,0.003059361,0,0,0.001187215,0,0
,,0,0,0,0,0,0,0,0.001621005,0,0
,,0.057123288,0,0.000342466,0,0,0,0,0.010296804,0,0
,,0,0,0,0,0,0,0,0.020981735,0,0
,,0.086598174,0,0.889703196,0,0,0,0.128196347,0.366986301,0,0
,,0,0,0,0,0,0,0.157054795,0,0,0
,,0,0,0,0,0,0,0.064086758,0,0,0
,,0.03543379,0,0,0.578789954,0.578789954,0,0,0,0,0
,,0,0,0.018059361,0,0,0,0,0.041757991,0,0
,,0.151940639,0,0,0.010182648,0.010182648,0.050958904,0,0,0,0.026392694
,,0,0,0,0.001415525,0.001415525,0,0,0,0,0
,,0,0,0,0.007922374,0.007922374,0.200114155,0,0,0,0
,,0.19913242,0.012990868,0.006780822,0,0,0,0,0,0,0
,,0,0.003584475,0,0,0,0.006780822,0.020296804,0.017146119,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,0.058082192,0,0,0,0,0.020593607,0,0,0.011050228
,,0,0,0,0,0,0.156872146,0.105547945,0,0,0
,,0,0,0.077123288,0,0,0,0,0,0,0
,,0,0.027191781,0,0.017671233,0.017671233,0,0.015890411,0,0,0.008515982
,,0,0,0.012237443,0.0243379,0.0243379,0,0,0,0,0
,,0,0.025707763,0.027671233,0,0,0,0,0,0,0
,,0.140547945,9.13E-05,0,0,0,0,0,0,0,0.033607306
,,0,0,0,0,0,0,0,0,0,0
,,0.16783105,0.000570776,0.020981735,0.96673516,0.96673516,0,0,0.077579909,0,0
,,0,0,0.047785388,0,0,0,0,0.029178082,0,0
,,0,0,0,0,0,0,0,0.005319635,0,0
,,0.074223744,0.000273973,0,0.070776256,0.070776256,0,0,0,0,0
,,0.248767123,0,0,0,0,0,0,0,6.408493151,0
,,0.123287671,0,0.008493151,0,0,0,0.041187215,0.00696347,0,0
,,0,0,0,0,0,0.044155251,0,0,0,0
,,0,0,0,0.041187215,0.041187215,0,0.058538813,0,0,0
,,0,0,0.095981735,0,0,0,0,0,0,0
,,0,0,0.003584475,0.003378995,0.003378995,0,0,0,0,0
,,0.183767123,0.001484018,0,0,0,0,0.191666667,0,0,0
,,0,9.13E-05,0,0.006643836,0.006643836,0,0,0,0,0
,,0,0.0043379,0,0.00216895,0.00216895,0,0,0,0,0
,,0.131461187,0,0.0756621,0,0,0.025388128,0,0,0,0
,,0.020593607,0,0,0,0,0,0,0,0,0.03
,,0.1393379,0.142237443,0,0,0,0,0,0,0,0
,,0.066324201,0.040753425,0,0,0,0,0.049063927,0,0,0
,,0.041187215,0,0.010821918,0.004474886,0.004474886,0,0.012351598,0,0,0
,,0,0,0,0.020593607,0.020593607,0,0,0.023515982,0,0.043196347
,,0,0,0,0.006803653,0.006803653,0,0,0,0,0
,,0.020593607,0,0.059931507,0.069657534,0.069657534,0.041506849,0,0,0,0
,,0.020593607,0,0,0,0,0,0,0,0,0
,,0.101164384,0.039794521,0.024794521,0,0,0,0,0,0,0
